Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,CloseReasonTypes,Text,is_functional_issue_1,is_functional_issue_2,arbitration
55446615,4,14835233,dd6bf5dd-e6b2-4ec0-844c-920b65a06c51,2014-01-12T00:57:31.947,3052751,,"tag, title",,d3.js - circle pack layout with nested g nodes,1,1,1
53000611,1,20408344,7bc3d3c5-0028-469b-9483-1eb5513aea93,2013-12-05T18:59:46.013,1509580,,,,Is it possible to spoof a php define?,1,0,0
53002940,4,20408344,a5fd16a7-595f-403c-8b4e-04f80624673c,2013-12-05T19:38:20.783,1509580,,edited title,,"Preventing Direct Access, is it possible to spoof a php define?",1,0,0
162766591,1,47809479,ea17f1dc-d905-4c2d-9b63-6b7f5fd4a9bf,2017-12-14T09:03:28.603,8445464,,,,WPF - InitializeComponent() Cannot locate resource based on system language,0,0,0
162768650,4,47809479,f9f6a7cd-661c-46eb-bbff-b93e863f1c88,2017-12-14T09:31:21.003,209259,,It is completely unnecessary to include tags in your question titles - https://meta.stackexchange.com/a/130208/171858 ,,InitializeComponent() Cannot locate resource based on system language,0,0,0
21141124,1,9311015,4efc3341-2e4d-498d-a280-39ab5b232e76,2012-02-16T12:08:22.480,172695,,,,CUDA concurrent kernel exectuion with streams and multiple kernels per stream,0,0,0
21141739,4,9311015,e50ada6a-fbee-4c68-86ca-4e8390cf05aa,2012-02-16T12:28:14.297,172695,,edited title,,CUDA concurrent kernel execution with multiple kernels per stream,0,0,0
62109555,1,22866710,02f92ac0-7c6f-4b10-80e3-56b4527c2447,2014-04-04T15:18:09.217,2475612,,,,bind ctrl-j to enter in sublime text 2,1,1,1
156307108,4,22866710,7f9b5cfe-7f58-4072-9ad1-be1be9ebe5c7,2017-09-16T13:16:51.600,4528159,,kbd formattation,,Bind Ctrl+J to enter in sublime text 2,1,1,1
189836257,1,54259569,2a88567f-707d-4c9a-9c0b-f8db12d8b156,2019-01-18T18:23:52.000,8045512,,,,SSO/Identity Management for combined on-premise (99.999% availability) and Internet/cloud applications,0,0,0
190076697,4,54259569,6484d4b8-2c7f-4799-8675-29dd154db22a,2019-01-22T18:22:59.870,234049,,Premise/premises,,SSO/Identity Management for combined on-premises (99.999% availability) and Internet/cloud applications,0,0,0
184045934,1,52878500,092644c0-c1d3-4411-8fb5-ccad09a61200,2018-10-18T16:22:52.040,3100284,,,,How does one enable the developer console in Outlook Add-in for the Dialog API?,0,0,0
184125963,4,52878500,580b47ef-40db-4c1c-a1a9-05561a77102b,2018-10-19T19:05:06.857,7823505,,Added Safari to the title as it is a key part of the question,,How does one enable the developer console in Safari for Outlook Add-in Dialog API?,0,0,0
145443881,1,43988277,f17cd94a-aa89-4dec-8b71-efa1367124c4,2017-05-15T20:28:50.197,7710557,,,,How re-deploy firebase functions affect event queue,0,0,0
145452693,4,43988277,de34c625-b168-4a10-b728-97daeec32361,2017-05-15T23:55:39.847,807126,,deleted 3 characters in body; edited title,,How re-deploy Cloud Functions affect event queue,0,0,0
105752942,1,34117829,3efeeb18-bf8e-4b0e-b469-45eecbe5caad,2015-12-06T13:18:07.977,4873354,,,,how use multithread in verifone vx520?,1,0,0
105915224,4,34117829,5d7d3155-c835-491b-9006-a7290d312183,2015-12-08T14:48:26.197,2415822,,deleted 3 characters in body; edited title,,How use multithread in verifone vx520?,1,0,0
102408226,1,33280351,23e233e0-c7c7-4c15-b52e-d51e13f5684d,2015-10-22T11:51:20.737,1336506,,,,A good strategy for iterative kernels with reads across workgroups?,0,0,0
102408569,4,33280351,893b4c42-17a2-4334-b1d7-7b101746c2d0,2015-10-22T11:55:32.290,703016,,deleted 20 characters in body,,What is a good strategy for iterative kernels with reads across workgroups?,0,0,0
136820697,1,41852754,781e8c9f-c54e-4859-a04d-ba582da172a5,2017-01-25T13:23:18.237,5848938,,,,read csv file without saving it Java,1,1,1
136836333,4,41852754,27788dd9-7852-4aec-b82d-d0818df21e6c,2017-01-25T16:28:24.017,1588361,,"fixed grammar, improved formatting",,Create CSV file without saving it into file system,1,1,1
133300070,1,41016418,856f43cb-8c3d-414d-8a4b-dc034d23ecd2,2016-12-07T11:34:36.507,2052295,,,,Is there a way to have modified files within VSCode to be highlighted within the explorer?,1,1,1
133301022,4,41016418,9e34b53b-2459-4b9a-915b-3fcfc55e89ab,2016-12-07T11:44:01.887,2052295,,added 27 characters in body,,Is there a way to have modified files (in relation to git) within VSCode to be highlighted within the explorer?,1,1,1
1827321,1,942840,370cda01-440d-4a29-8b26-c509cefd167b,2009-06-03T02:42:37.027,4352,,,,iPhone: variable optimized away by compiler,0,0,0
30782585,4,942840,a25f2b67-506a-4533-aaed-3e8b439ccc6f,2012-10-21T17:55:01.617,249690,,"improved formatting, removed tag from title",,Variable optimized away by compiler,0,0,0
11943650,1,5564496,2ce66545-7e87-46ad-aa8f-c0cf71a5f8c1,2011-04-06T09:54:38.963,574419,,,,jQueryMobile block UI when pageLoading,1,1,1
11963822,4,5564496,0e7690b0-8dc0-4f6a-851d-783adcd15646,2011-04-06T21:35:21.513,574419,,edited title,,jQueryMobile pageLoading,1,1,1
12007534,4,5564496,3b853076-0f7c-4fc1-9055-cf717ce2e046,2011-04-08T08:29:58.760,574419,,edited title,,How to block UI using pageLoading in jQueryMobile,1,1,1
70845468,1,25147494,00baa576-3704-4999-9635-6c376ededb93,2014-08-05T20:13:06.570,3911844,,,,"use combinatino of php variable and database table attribute in DATEDIFF ,",0,0,0
70847112,4,25147494,32c8bf2c-7150-4732-a052-7f82035ce210,2014-08-05T20:41:34.127,2088135,,"typo in title and capitalisation of ""I""s",,use combination of PHP variable and database table attribute in DATEDIFF,0,0,0
75508508,1,26364011,264a08a9-b81f-40c4-920b-05196baf3c7d,2014-10-14T14:58:40.167,2302881,,,,C# output buffering,1,1,1
75508859,4,26364011,51c3f474-1555-40f9-889b-6e1e2418c7ce,2014-10-14T15:02:58.720,645511,,"improved title, added tags",,Output buffering in ASP.NET MVC,1,1,1
125792206,1,39170203,9f987f83-3a1d-4932-9e55-42424cea9c20,2016-08-26T15:52:30.263,6762165,,,,In Swift 2 how do i generate the sprite randomly on x coordinate,1,1,1
125794522,4,39170203,ff37cd2d-1676-472e-a2f8-268494874be6,2016-08-26T16:28:58.253,2227743,,"grammar, tags",,How do I generate the sprite randomly on x coordinate,1,1,1
900624,1,539960,12b004a7-b37e-4b41-be82-b8d90fae2e3a,2009-02-12T04:00:09.277,65379,,,,[Urgent]Hash Table Help,0,0,0
900627,4,539960,3d741c96-e263-4a17-805d-af830ea474da,2009-02-12T04:06:27.717,65379,,edited title,,Php and Mysql Hash Table Help,0,0,0
900628,4,539960,aebccfd7-15a8-40d8-a280-7fd130c05fd5,2009-02-12T04:15:48.897,65379,,edited title,,Questions about Php and Mysql Hash Table,0,0,0
183521339,1,52753741,087dfb5f-92db-4b88-aea5-7ae72c4c7940,2018-10-11T06:37:02.007,5604992,,,,The value returns from Class Objects in Python,0,0,0
183522278,4,52753741,a580971e-aa63-4d29-82b8-0574de5a0f07,2018-10-11T06:51:55.043,7117003,,edited title,,The value returns from Class Objects,0,0,0
36028558,1,14897158,38d9b3c3-bc4e-4cb9-b7fd-d4e0b98654f6,2013-02-15T14:45:44.143,2075896,,,,How to restore data from xml into windows form,1,1,1
36028795,4,14897158,216f1375-60c8-4386-9211-6635310be78e,2013-02-15T14:50:24.637,732792,,Added line breaks to the code to make it more readable. Improved article and removed unnecessary ending.,,How to restore data from XML into Windows Forms?,1,1,1
89941046,1,30105515,0cc7de6d-9692-43b6-9b5c-65e44519c1ce,2015-05-07T15:28:24.867,4590613,,,,how to filter repeated rows based on date in Mysql?,1,1,1
89947341,4,30105515,fdc8a300-2496-4d12-8883-f587a64d5387,2015-05-07T16:45:54.540,3131147,,"Claned up format, title.",,Filter repeated values by lowest date,1,1,1
124954837,1,38958069,922d496d-765e-4c79-b84e-0c33250a4a7a,2016-08-15T15:25:03.780,6718317,,,,AzureRM WebJobs Deployment with Release Management on Visual Studio Online,0,0,0
124967634,4,38958069,cfbe939b-d873-4179-a8e3-7e2fd721c05e,2016-08-15T19:02:13.513,275715,,Updated product name for search and discoverability,,AzureRM WebJobs Deployment with Release Management on Visual Studio Team Services (was Visual Studio Online),0,0,0
125445611,4,38958069,ad6c987d-9154-4dec-976a-1bb13c126ddc,2016-08-22T13:50:56.000,781754,,edited title,,AzureRM WebJobs Deployment with Release Management on Visual Studio Team Services,0,0,0
32593227,1,13659545,82be5e25-420a-41d7-9c91-bd64ce4dfdea,2012-12-01T12:40:43.507,1037526,,,,Dropdown menu with overflow inside overflow hidden parent,1,1,1
32593740,4,13659545,e7104a02-68f9-4eb4-9cd1-6c1d7a09df3f,2012-12-01T13:02:28.327,1037526,,added 177 characters in body,,Dropdown menu with overflow inside overflow hidden grandparent,1,1,1
71148863,1,25224669,12ca47d9-3df4-4ee9-b2c1-bd950e9eba92,2014-08-10T01:22:45.927,1930371,,,,Google_DriveFile Class Not Found Google,0,0,0
71148953,4,25224669,3be96add-f348-4dd2-b647-330e4c6827e1,2014-08-10T01:27:53.603,1930371,,edited title,,Google_DriveFile Class Not Found Google Drive API,0,0,0
3732525,1,1862061,ab480104-0852-4ea2-b0a9-65ddfa91f7c4,2009-12-07T18:48:57.633,226594,,,,Varzing xpath-default-namespace in XML source files,0,0,0
3733894,4,1862061,b537c404-7ae7-4c37-a489-eccd214f18a0,2009-12-07T20:40:00.697,18157,,fix typo,,Varying xpath-default-namespace in XML source files,0,0,0
5618965,1,2736209,c26a0a9e-3bb3-43bb-b00a-3b4f310fe7ea,2010-04-29T09:40:38.353,300797,,,,Complex jquery selction that also involves custom xml tags,1,0,0
26022623,4,2736209,220c9b3f-d531-4e62-b761-a818a5dbce1d,2012-06-26T19:00:43.130,366898,,spell mistake,,Complex jquery selection that also involves custom xml tags,1,0,0
2162147,1,1108704,dde7ac16-4f10-4666-9807-f6d9d53317b5,2009-07-10T09:55:24.793,,Jawad,,,ASP.Net MVC Controller causing Not Found error when deployed to ISS 7,0,0,0
10385756,4,1108704,b023d13f-8178-4762-b9cd-68459d62c42e,2011-02-04T10:32:37.280,324381,,deleted 32 characters in body; edited tags; edited title,,ASP.Net MVC Controller causing Not Found error when deployed to IIS 7,0,0,0
26285307,1,11314220,c618f354-a9b8-4fd8-96f3-021972e07d76,2012-07-03T15:27:21.883,735204,,,,Parse a JSON-like string with double quotes in Python,1,1,1
26285717,4,11314220,38b66b88-7700-46bf-aa87-c284080ffe82,2012-07-03T15:34:56.263,735204,,Refine what question is being asked,,Stop HtmlXPathSelector from decoding escaped quotations,1,1,1
26286631,4,11314220,34965928-8288-4b1e-9f7f-b63b81250f90,2012-07-03T15:56:53.180,735204,,edited title,,Use HtmlXPathSelector to return string containing HTML entities,1,1,1
133980483,1,41179176,a7b5f09a-b493-4b29-8c80-76aa48e35214,2016-12-16T07:19:14.327,7305536,,,,how to show count the text in textarea when we drap and drop mouse right click copy paste,1,1,1
133980804,4,41179176,2429805e-02ef-462e-94b0-ad129d81318e,2016-12-16T07:25:38.327,6919477,,Gramer mistake,,how to show count the text in textarea when we drag and drop mouse and right click copy paste,1,1,1
66730729,1,24077592,beb5af84-da2e-43ec-8224-1993879dbf68,2014-06-06T08:40:49.523,2447909,,,,"Access Token Validation from Google ,Google+ Login in Android",1,0,0
66749886,4,24077592,f996dd37-ca11-4807-97db-4e743e06e70b,2014-06-06T13:13:29.473,2447909,,problem solved..!,,"Solved: Access Token Validation from Google ,Google+ Login in Android",1,0,0
66762540,4,24077592,a4319364-fcbc-40b9-8d40-fd78d357093c,2014-06-06T15:59:03.580,26406,,edited title,,"Access Token Validation from Google, Google+ Sign-in Android",1,0,0
107195328,4,24077592,0dd48a6e-c490-4d9f-8f76-ede8b9675717,2015-12-26T23:42:09.870,472495,,"Sentence case for title, remove urgent begging, fix case errors in body",,"Access token validation from Google, Google+ Sign-in Android",1,0,0
36005497,1,14888733,f832a60a-bad6-44ea-b31f-583eda9f5435,2013-02-15T05:23:15.037,1983017,,,,php - pass valiable from one function to another,1,1,1
36005567,4,14888733,99ce97f8-c335-4abd-b07d-1501a3641231,2013-02-15T05:26:40.490,1338292,,edited title,,php - pass variable from one function to another,1,1,1
167309143,4,14888733,e034b892-85af-4b74-af0d-5c03ff9ac26e,2018-02-20T17:08:07.340,2263631,,edited title,,How to pass a PHP variable from one function to another?,1,1,1
14352226,1,6579539,35418e6c-fc29-4041-8e85-0e80b608ef00,2011-07-05T08:00:42.823,762322,,,,How to unblock InputStream.read()?,1,1,1
14364721,4,6579539,40bb55d6-7162-4ba5-967f-2cba7b23c8d4,2011-07-05T14:56:08.263,762322,,added 231 characters in body; edited title,,How to unblock InputStream.read() on Android?,1,1,1
130921784,1,40446770,7905c8ad-913d-44d7-8048-dfac48bf1ac6,2016-11-06T06:48:53.590,7061729,,,,Harmonic series in ruby,1,1,1
131057066,4,40446770,58b07c70-e5b3-476a-860f-8f6b347c8d43,2016-11-08T06:40:17.983,7061729,,deleted 912 characters in body; edited tags; edited title,,Harmonic series,1,1,1
16846860,1,7610058,5f97b487-e5a8-4736-aa73-49f6c3c627ce,2011-09-30T12:03:02.883,165107,,,,How to get Request Time?,1,1,1
16846929,4,7610058,85b29e3e-40f7-4cdb-9fc6-b7025cd954e1,2011-09-30T12:06:04.320,,user195488,deleted 170 characters in body; edited title,,REQUEST_TIME in C#,1,1,1
56672384,1,21406126,87bcc882-4168-4b8b-839a-c06e412b3818,2014-01-28T12:55:32.000,1780739,,,,Overload =operator in csharp or alternative ways to trigger a event after and before assignment?,1,1,1
56672490,4,21406126,8fb46282-76e4-4592-8312-350dd71f16b4,2014-01-28T12:57:12.580,76337,,edited title,,Overload =operator in C# or alternative ways to trigger a event after and before assignment?,1,1,1
114358572,1,36284172,6d39224d-b118-41d0-b699-b2316288f726,2016-03-29T12:22:54.193,,user2413453,,,Ionic Progressbar styling IOS,1,1,1
114434876,4,36284172,eb0d9f53-301c-4a7d-b45a-c16498701c7d,2016-03-30T08:50:03.153,5257398,,Change title into a question,,How can I change the styling of a progress bar on iOS using Ionic?,1,1,1
91573833,1,30520575,ce531ce8-891a-4309-9e39-886a0a4992aa,2015-05-29T03:23:10.787,1477170,,,,"Intermittent errors with ggplot2, arguments imply different number of rows, segmentation fault",0,0,0
91712228,4,30520575,fee7c18e-9063-4158-b1a8-45a6d14709eb,2015-05-31T05:03:45.030,1477170,,Updated with Recent Findings.,,"Intermittent errors with ggplot2, segfault: memory not mapped",0,0,0
24169902,1,10499104,70351dc2-35aa-4289-895f-133bfab21b24,2012-05-08T12:59:57.377,977038,,,,Is Shifting more than 32 bits of a uint64_t integer on an x86 M/C an Undefined Behavior?,0,0,0
24170741,4,10499104,01a4431d-e404-48dc-9e3d-f4084906b8f7,2012-05-08T13:18:59.033,274261,,m/c -> machine,,Is Shifting more than 32 bits of a uint64_t integer on an x86 machine Undefined Behavior?,0,0,0
88006420,1,29608679,5a28e87e-16de-42a6-8114-8c9d22bd12e6,2015-04-13T15:04:18.007,4384989,,,,Eclipse - an error ocurred while executing doInBackgtoud(),0,0,0
88008651,4,29608679,f2ec0aa3-2858-4413-bad7-9e9cb576e910,2015-04-13T15:31:10.967,4774515,,Spelling Mistake in Title,,Eclipse - an error ocurred while executing doInBackgroud(),0,0,0
88008653,4,29608679,1c71057d-430d-421e-ab49-0d47565c7d74,2015-04-13T15:31:10.967,40352,,Spelling Mistake in Title,,Eclipse - an error ocurred while executing doInBackground(),0,0,0
37060607,1,15269439,663e2794-97fa-4742-a8e4-121d5dc58efd,2013-03-07T11:02:05.873,776145,,,,ASP>NET Load Balcer IP Detect,1,1,1
37109483,4,15269439,56403eb1-8b40-41e0-86b2-070c3d031892,2013-03-08T05:18:49.570,243694,,edited title,,ASP>NET Load Balancer IP Detect,1,1,1
37109804,4,15269439,14ebf472-70fe-4c4c-9ab7-52684ca052b8,2013-03-08T05:30:11.707,76337,,edited title,,ASP.NET Load Balancer IP Detect,1,1,1
48140228,1,19045240,3decba1e-efa3-4861-9d15-0fd224d0995d,2013-09-27T07:35:46.857,365624,,,,MessageHader lost after 1 min?,1,1,1
48144699,4,19045240,6262c9c9-785f-481d-84f7-0336d72ab467,2013-09-27T08:49:42.050,682105,,deleted 306 characters in body; edited title,,MessageHeader lost after 1 min?,1,0,0
48144853,4,19045240,70e113a6-0971-437c-a5d4-d3cc8d93871e,2013-09-27T08:51:33.577,365624,,edited title,,MessageHeader lost on second call?,1,0,0
112702948,1,35869812,c07feba1-76ca-4878-96c2-5a6ec8b8c69f,2016-03-08T14:19:32.157,6034714,,,,Trying to append to an empty list in Python 2.7,1,1,1
112704419,4,35869812,86ff5ed1-f8f7-4b24-8c02-a33e0c98cde7,2016-03-08T14:36:25.210,4205652,,"removed tag from title, moved text to be above post, and formatted error message ",,Trying to append to an empty list,1,1,1
128027363,1,39727006,70e38adb-cf52-4db6-95b4-9e3cbee80379,2016-09-27T14:12:44.860,6539889,,,,How to broadcast message with bukkit plugin?,1,1,1
128055031,4,39727006,20e875c1-3c17-40bd-9515-386e57159bd8,2016-09-27T20:49:23.037,5647260,,grammar; title,,How to broadcast message with Bukkit?,1,1,1
158885692,1,46876437,419496e7-05d3-4621-92ea-9cfd2e909493,2017-10-22T16:23:05.863,1082219,,,,How could WhatsApp have fixed iOS11 push issues with an app update?,0,0,0
159361582,4,46876437,ebe6230b-0d85-4de4-930a-69d65026f08b,2017-10-28T15:00:48.667,1082219,,deleted 377 characters in body; edited title,,WhatsApp Voip Push non-delivery and iOS 11,0,0,0
159676720,4,46876437,ea4e91d8-6c27-4df0-97f9-afd314452e71,2017-11-02T06:05:33.260,3121454,,Fixed typos,,WhatsApp VoIP Push non-delivery and iOS 11,0,0,0
145902457,1,44102626,e15eda09-3d53-462e-a560-600ece70e0a7,2017-05-21T23:02:43.047,8045409,,,,React Native or React Js Memory Leak,0,0,0
145910348,4,44102626,a5e45c02-d857-48bb-bc11-2f9db14fe6ea,2017-05-22T04:01:00.173,5099208,,Removed tags from title; trademark capitalization; grammar.,,Memory leak when rendering a product,0,0,0
58425896,1,21883689,a6d7f790-beb7-425c-92b4-f939659904f7,2014-02-19T14:39:04.437,1446048,,,,"Mailgun send via HTTP API doesn't seem to send, 404 if try manually",0,0,0
58427658,4,21883689,93191ae2-905d-4ee6-9456-21732abe5bb1,2014-02-19T14:57:32.367,1446048,,added 158 characters in body; edited title,,Mailgun send via HTTP API doesn't seem to send,0,0,0
32146735,1,13497746,835b7bae-b6cf-4edb-b046-fac29cf010b3,2012-11-21T16:31:13.070,340947,,,,JS: Watching a variable in an anonymous function,1,1,1
32146952,4,13497746,cf8526b6-e1cc-417b-b55e-57ccad849bcd,2012-11-21T16:35:23.530,91403,,fixed title (no need for JS in the title as it is already tagged with JavaScript),,Watching a variable in an anonymous function,1,1,1
32146960,4,13497746,c40014c7-6f96-49d1-8cab-8c68802433f8,2012-11-21T16:36:33.573,396458,,edited title,,Watching a variable in an anonymous function in JavaScript,1,1,1
32147001,4,13497746,60057804-6745-4599-958d-fbd2af2a2988,2012-11-21T16:36:16.600,340947,,added 80 characters in body; edited title,,Watching a variable in an anonymous function in JavaScript,1,1,1
47306377,1,18809871,30fa731c-bd4e-4559-84b6-dc4b7571fdaa,2013-09-15T07:11:51.813,2270247,,,,"check if object name equals ""textbox"" + numberarray.Any()?",1,1,1
47306769,4,18809871,3046979c-efac-4113-ac69-ed8deaba8321,2013-09-15T07:29:54.220,2270247,,edited title,,"check if object name equals ""textbox"" + numberarray.Any()? [Solved]",1,1,1
47359824,4,18809871,924b912d-80e6-4fb9-bae6-07b310d2c4d6,2013-09-16T09:35:49.127,661933,,added 8 characters in body; edited title,,"Check if object name equals ""textbox"" + numberarray.Any()?",1,1,1
47459387,4,18809871,7be45282-70c3-4a44-b1c3-4dc3e3cf754c,2013-09-17T14:46:35.260,2270247,,edited title,,"Check if object name equals ""textbox"" + numberarray.Any()? [Solved]",1,1,1
47459674,4,18809871,2bc56069-1e47-4487-9490-c67335befe1a,2013-09-17T14:50:41.997,2642204,,"putting ""solved"" information in the title is redundant",,"Check if object name equals ""textbox"" + numberarray.Any()?",1,1,1
47460415,4,18809871,549578b9-169b-4aa5-b982-3631fe6100ee,2013-09-17T15:00:24.913,2270247,,edited title,,"Check if object name equals ""textbox"" + numberarray.Any()? [Solved]",1,1,1
29198297,1,12418813,fd09bcd2-9b9d-4223-8754-67f5a4a95480,2012-09-14T05:49:33.373,1252398,,,,why we use MaxL in Hyperion?,0,0,0
30031586,4,12418813,bb4718fb-08e3-41e8-a30f-fcdbea5b2b1c,2012-10-04T11:23:06.113,985766,,Corrected some spelling errors,,What is the purpose of MaxL in Hyperion?,0,0,0
66442842,1,24001302,ecb7c5a4-9fba-4d7c-9c72-e6aee45d8b44,2014-06-02T18:52:14.173,,user3697284,,,Main form freezing due to backgroundwork,0,0,0
66844111,4,24001302,20b1e9a5-b23f-48d9-b5b3-62c9afd59870,2014-06-08T10:58:18.353,,user3697284,edited title,,[RESOLVED]Main form freezing due to backgroundwork,0,0,0
75174926,4,24001302,a1f36c0e-fba0-49ed-b46d-4c9c317aee41,2014-10-09T12:03:48.560,1070452,,edited title,,Main form freezing due to backgroundwork,0,0,0
121308719,1,38040354,8a671a5c-758a-4bae-855f-15710e696a04,2016-06-26T15:58:37.517,5970072,,,,Got tape os posts. Cann't count number of likes for each post,0,0,0
121309622,4,38040354,41ae10b7-a51b-4e47-8c2b-c14247acc256,2016-06-26T16:24:01.973,5970072,,edited title,,Can not count number of likes for each post in tape,0,0,0
121309855,4,38040354,052ab00d-ed32-4f4d-8494-2d5453eccb39,2016-06-26T16:29:38.417,5970072,,edited title,,Can not count number of likes for every post in tape,0,0,0
121311191,4,38040354,79f430de-dd07-4334-ac8e-1d587c5d3abb,2016-06-26T17:03:52.483,5970072,,edited title,,Can not count number of likes for every post in tape with ajax,0,0,0
121312100,4,38040354,9605f643-20b9-4a20-8af3-98065d081669,2016-06-26T17:28:24.383,5970072,,edited title,,"Can not change number of likes for every post in tape with ajax, when click like button",0,0,0
121312265,4,38040354,03e692c9-1629-4806-80c9-05dfc7aa4a9b,2016-06-26T17:33:50.433,5970072,,edited title,,"Can not change number of likes for post in tape with ajax, when click like button",0,0,0
121341430,4,38040354,48448df9-629e-4f19-b530-fd1a125a1962,2016-06-27T07:51:32.550,5970072,,edited title,,"How to change number of likes for post in tape with ajax, when click like button?",0,0,0
121364432,4,38040354,5ff6a165-fad9-4637-a54e-31431e8448c9,2016-06-27T12:52:51.023,5970072,,edited title,,"Can't change number of likes for post in tape with ajax, when click like button?",0,0,0
121453361,4,38040354,406af165-b03c-4df2-af6c-851038f415c6,2016-06-28T13:11:23.853,5970072,,edited title,,"Can't change number of likes for post in tape with ajax, when click like button",0,0,0
18938036,1,8444337,16ce001e-3582-4a96-9257-9073c9e74ac7,2011-12-09T10:44:41.650,863755,,,,How do you extend an entity in Symfony2 like you used to be able to in Symfony?,1,1,1
29445717,4,8444337,b35cee05-c95f-4d09-8a25-7b25a2fb739e,2012-09-20T11:30:43.470,569101,,edited title,,How do you extend an entity in Symfony2 like you used to be able to in Symfony 1?,1,1,1
139714728,1,42567674,0d7bf314-b2e9-4bbe-ae56-bb6f9a618318,2017-03-02T23:04:27.407,1743585,,,,Interaction between components Angular2,1,1,1
139739818,4,42567674,9d6c3221-66e7-464b-a971-d866b2afc1d7,2017-03-03T08:29:03.990,1153681,,edited title,,Share data between components using a service in Angular2,1,1,1
142094947,1,43159839,c669e79c-de26-40e7-822e-f6682c1be886,2017-04-01T17:19:22.090,690505,,,,Is there a gulp plugin that can create an directory / sub-directory structures?,0,0,0
142095221,4,43159839,8b5c17c6-732b-4f2a-9990-ff0ff1d1cc71,2017-04-01T17:25:16.890,690505,,edited title,,Is there a gulp plugin that can create empty folder / sub-folder structures?,0,0,0
20416866,1,9022993,78e7fdc3-cba3-4f0f-a3da-74ca2cb7d57c,2012-01-26T18:06:10.497,1135916,,,,converting all document types(MS DOCs+TIFFs+JPGs) stored on filenet CE to pdf,1,1,1
20440369,4,9022993,facc4399-7c20-48d1-9349-2f1b4a3121ef,2012-01-27T11:00:53.623,876298,,formatting,,Converting all document types(MS DOCs+TIFFs+JPGs) stored on Filenet CE to pdf,1,1,1
44500054,1,17933603,4d568e58-a3f9-44b7-9fa6-e5fcca4e893d,2013-07-29T20:29:42.067,1625358,,,,phpdoc not generating docs worth a darn,0,0,0
44501222,4,17933603,3b56590e-ad66-4b91-a165-9b0bfa17dac1,2013-07-29T20:54:18.507,,user2628644,fixed the title,,phpdoc doesn't generate,0,0,0
44501224,4,17933603,04c21958-7159-4db2-8f15-e79efa93f2c9,2013-07-29T20:54:18.507,68707,,Made title better and more specific and less ,,phpdoc generating docs with broken links and formatting,0,0,0
102978908,1,33425581,3db2319e-75c0-4228-b761-ed51b12b7c40,2015-10-29T22:16:05.880,754174,,,,How do I jsdoc'ument a function argument subkey for Eclipse IDE content assist?,1,1,1
102979206,4,33425581,570ffbf0-7479-4a84-a6d5-3d7a70dd39a5,2015-10-29T22:22:55.183,754174,,added 28 characters in body; edited title,,How do I jsdoc'ument a function parameter with properties in Eclipse IDE content assist?,1,1,1
56354619,1,21320122,9ce8798f-45cb-4d04-9c17-d5f62332c49c,2014-01-23T21:52:52.890,2665667,,,,Notify when a file descriptor is ready to read using callbacks?,1,1,1
56355314,4,21320122,3f2a42ca-a9ce-419a-8f5a-d417de8d4e96,2014-01-23T22:04:58.327,2665667,,edited tags; edited title,,Notify when a file descriptor is ready to read using callbacks? C++,1,1,1
56355395,4,21320122,6ce76c7b-5b5a-4028-8abd-751f42959067,2014-01-23T22:06:16.540,1968,,Tags donâ€™t belong in the title,,Notify when a file descriptor is ready to read using callbacks?,1,1,1
90726328,1,30303173,3af1a53b-16f4-49f7-b21b-2e8a4baa0326,2015-05-18T12:25:29.020,,user4446735,,,How to set auto height of p:orderList,1,1,1
90727501,4,30303173,2140bf77-3667-4308-b31f-96a0905f0e04,2015-05-18T12:40:14.077,1391249,,edited tags,,How to set auto height of p:orderList?,1,1,1
90727824,4,30303173,374eb652-5d30-4274-bcc1-531989db45ac,2015-05-18T12:44:35.827,,user4446735,added 323 characters in body; edited title,,Primefaces css overrides cusmom css,1,1,1
90734242,4,30303173,b4783112-a15e-420d-b179-822de58a91b7,2015-05-18T13:58:36.330,3611632,,corrected typo in title,,Primefaces css overrides custom css,1,1,1
120838807,1,37922456,5545f004-e7b5-41af-bbb0-24f653cd7603,2016-06-20T12:19:59.137,5488819,,,,how add new post meta before saving product woocommerce,1,1,1
120839014,4,37922456,eb5a0d95-ef80-4a84-8207-f8fbe7b194f5,2016-06-20T12:22:28.273,904874,,improved formatting,,WordPress : how add new post meta before saving product woocommerce,1,1,1
14543744,1,6659680,1cf32727-a63b-4be8-8947-d96081842847,2011-07-12T05:00:57.003,839923,,,,Zend framework urls not working in local environment,0,0,0
64153669,4,6659680,64253cfe-e0e4-4aac-9b44-02590013736e,2014-05-01T13:45:16.450,3524344,,corrected spelling; removed unnecessary pre-amble and signoff,,Zend framework URLs not working in local environment,0,0,0
62014069,1,22840862,6c7053bc-7b6a-475f-a27e-9b42c3d18f2d,2014-04-03T14:32:42.567,1350476,,,,Changing the order of Folders and Leaf nodes in ExtJs 4.0 tree panel,1,1,1
67132292,4,22840862,225ebf7d-6d4e-468a-bcaf-3cb60db14dcc,2014-06-12T09:53:21.727,1350476,,edited title,,Changing the order of Folders and Leaf nodes in ExtJs 4.0 TreePanel,1,1,1
132465293,4,37833524,e3f24960-c971-4df7-8bd3-ddeb706392b2,2016-11-26T10:08:52.277,11182,,Fixed a few typos.,,Rider,0,0,0
