Id,PostHistoryTypeId,PostId,RevisionGUID,CreationDate,UserId,UserDisplayName,Comment,CloseReasonTypes,Text,Edit Action,Edit Object,Edit Constraint,Others
25456368,1,10997805,7aa9ba48-38c7-4249-a1c8-957fca686bd5,2012-06-12T13:33:17.483,1275959,,,,Using facebook javascript sdk to proceed fql query,0,0,0,0
124354607,4,10997805,6d208227-4e8f-4968-919a-6f7b63ccef06,2016-08-06T19:56:48.410,212378,,"Fixed formatting, grammar, spelling.",,Using facebook javascript sdk to process fql query,1,0,0,0
177081758,1,51217704,14aa623b-4d05-4033-8194-26cac1bbb04c,2018-07-06T21:16:37.923,9940782,,,,Join xarray gridded data with geodataframe point data python,0,0,0,0
177082063,4,51217704,2de069b9-37fe-4d39-92e1-c6725a04a3ba,2018-07-06T21:22:04.273,9940782,,improve the title,,Join xarray gridded data with geopandas point data based on those points falling within the grid python,0,0,1,0
177082467,4,51217704,17a3066a-182a-45a8-9eed-1410e50bafb4,2018-07-06T21:33:51.193,9940782,,edited title,,python Join gridded data (xarray) with point data (geopandas). Based on those points falling within the grid,0,1,1,0
177190238,4,51217704,1055a4bd-c5b1-433f-acb4-03122506cd3d,2018-07-09T08:47:02.733,9940782,,fix title to be more general,,"python join gridded data with point data, based on those points falling within the grid",1,1,1,0
177215605,4,51217704,5ab1be7e-0479-4d91-a117-5c66f2ce5509,2018-07-09T14:13:43.997,9940782,,update link to GIS stack exchange,,"python Point-In-Polygon operation. Join gridded data with point data, based on those points falling inside the grid",0,0,1,0
127646150,1,39631747,7aec86be-6938-4c35-b9de-53ec34241cc2,2016-09-22T06:26:50.890,1510317,,,,How to create work items using Visual Studio Team Services Client for Node.js (vso-node-api),0,0,0,0
127816173,4,39631747,5c1afbee-06aa-4baf-8824-bbfc5c2d38dc,2016-09-24T06:19:12.757,105466,,deleted 22 characters in body; edited title,,How to create work items using Visual Studio Team Services Client for Node.js (vso-node-api)?,0,0,0,1
162065717,1,47641347,501f55d3-b12c-4d5b-b865-e7bad1d78c2d,2017-12-04T20:21:00.123,7178871,,,,insert query result into table - sql server mgmt,0,0,0,0
162068066,4,47641347,d521352b-e08f-4e57-814e-b01596d4cace,2017-12-04T21:05:36.623,13302,,added 23 characters in body; edited title,,Insert query result into table - SQL Server Management Studio,0,0,1,0
147963397,1,44199201,a22ec511-a198-4b6a-be0e-3b8c15a268ee,2017-05-26T10:25:54.890,318599,,,,Testing Postgres database crud functions,0,0,0,0
147969224,4,44199201,03a6cf9e-3515-4446-9efe-18a5476380d6,2017-05-26T11:38:29.520,318599,,deleted 11 characters in body,,Testing database functions,0,1,0,0
147989575,4,44199201,48cf68a0-510e-47d8-a7ac-03572ac1d64c,2017-05-26T16:13:30.477,318599,,added 366 characters in body; edited tags; edited title,,Testing database functions in a Node microservice,0,0,1,0
148093530,4,44199201,53f12c38-fdc5-4f57-8d37-ac67127c52ef,2017-05-28T15:35:40.940,318599,,added 23 characters in body; edited title,,Testing pg-promise microservice functions,0,1,1,0
148094282,4,44199201,09854a7c-5260-4529-ae02-5cd896e90cad,2017-05-28T15:53:49.260,318599,,added 121 characters in body; edited title,,Mocking database when testing microservice functions,1,1,1,0
113368750,1,36037301,200917a8-1f49-44fd-8d25-95098026a282,2016-03-16T13:37:47.460,6071715,,,,ms access loop through months and add record if none exists for that month,0,0,0,0
113377066,4,36037301,7f0e2cde-3e70-493b-811e-bd74ef278ba7,2016-03-16T15:01:46.600,6071715,,edited title,,loop through records and add record or create if none exists to new table depending on multiple criteria,1,1,1,0
18330516,1,8209207,43712afa-ab86-4e6e-b25c-d0b26d418606,2011-11-21T08:45:23.110,477928,,,,"asp.mvc 3 , pass the file from server to client",0,0,0,0
18330626,4,8209207,1b801a86-d92b-4e3d-a585-fd5ffa5cc3d2,2011-11-21T08:48:40.647,90011,,corrected spelling,,"ASP.NET MVC 3, pass the file from server to client",0,0,1,0
178285904,1,51493048,c4319250-28f6-4595-8260-572048004580,2018-07-24T07:38:14.947,9588147,,,,VSTS - Append Build ID to nuget version specified in .csproj,0,0,0,0
178285954,4,51493048,c08b4f78-23b5-4c60-9112-3800b992bfc6,2018-07-24T07:39:30.113,13860,,don't put tags in the title,,Append Build ID to nuget version specified in .csproj,0,0,1,0
178468297,4,51493048,118b8f24-eb1e-46ae-8713-6ef6dcddbbc0,2018-07-26T11:45:09.267,9588147,,added devops tag & modified title in form of answer.,,How do I auto-increment nuget package version using VSTS build process?,1,1,1,1
168619060,1,49203686,593fe1a1-3aa2-4c0e-817a-58189eeecb67,2018-03-09T23:28:55.697,5071224,,,,Blending with textures converted from SDL_Surface,0,0,0,0
168620515,4,49203686,621b7435-08aa-4e0a-9c4c-6d69e260c112,2018-03-10T00:20:08.963,5071224,,edited title,,OpenGL Blending with textures converted from SDL_Surface,0,0,1,0
107135863,1,34463535,0bd5915d-75bf-4bfa-8042-b40d7ceae299,2015-12-25T14:05:36.713,1525840,,,,Loosing connection when returning entity with navigational properties using Include(...),0,0,0,0
107137465,4,34463535,134f6c1f-c67b-4fa0-bf22-c8702d7ea8b2,2015-12-25T15:02:31.630,1525840,,edited title,,Losing connection when returning entity with navigational properties using Include(...),1,0,0,0
54876533,1,20915794,a946aefd-2a1f-4170-9ab8-7287e13b4222,2014-01-04T01:45:12.747,3146824,,,,webBrowser - Show just a part of a webpage,0,0,0,0
54877317,4,20915794,68216744-1609-4d6d-9b37-2b5b9beff4e3,2014-01-04T02:15:52.170,76337,,deleted 6 characters in body; edited tags; edited title,,Show just a part of a webpage,0,0,1,0
144193559,1,43677898,9edbdddc-dd08-46f1-bc68-22cf1d942e5f,2017-04-28T10:22:29.357,7040628,,,,how to remove .php extention from url using htaccess?,0,0,0,0
144201326,4,43677898,4a28d097-72f9-4950-b762-4dc44adff9ca,2017-04-28T12:12:01.157,698122,,Spelling and Formating Issue,,How to remove .php extention from url using htaccess?,0,0,0,1
75473070,1,26354558,326ed010-c881-4708-b0b8-165d1b354cf7,2014-10-14T07:03:54.490,4140228,,,,Get a value from a column in a generic postrgresql trigger and column name changes across tables,0,0,0,0
75473189,4,26354558,92b06656-e8d2-436f-a9aa-8f6f31d6f1eb,2014-10-14T07:06:21.363,330315,,deleted 63 characters in body; edited title,,Get a value from a column in a generic postgresql trigger and column name changes across tables,0,0,1,0
75696695,4,26354558,00d2e980-1487-4167-8c7a-516344b5e376,2014-10-16T21:54:53.893,939860,,"add tag, fromat",,Get a value from a column in a generic postgresql trigger where column name changes across tables,0,0,1,0
84698814,4,26354558,2a85c1d2-3f95-4ab7-ad3f-523c969103a1,2015-02-27T01:19:17.580,939860,,"shorten title, inline link",,Get values from varying columns in a generic trigger,0,1,1,0
30807193,1,13009124,20c70c91-e288-4ae5-af60-ecf80b1772b2,2012-10-22T10:08:01.430,1764972,,,,Package visibility Ada,0,0,0,0
30808340,4,13009124,f63f09a3-84a6-469c-96cf-7c0721281060,2012-10-22T10:31:20.460,174896,,added 95 characters in body; edited title,,How to include multiple packages with one statement in ada?,1,1,1,0
24657528,1,10688981,7e14d343-560b-477f-a678-28abf0152881,2012-05-21T16:29:14.330,1275574,,,,How to dynamicaly show pop-up message,0,0,0,0
176318530,4,10688981,6f787b42-6475-4875-a44b-836ee422cc34,2018-06-25T23:13:45.380,1275574,,change title,,How to show pop-up message dynamically,0,0,0,1
125601746,1,39121431,d8089879-b1d5-480c-9ecf-2a8cca85aacf,2016-08-24T10:58:23.150,4095376,,,,How to add sttributes to the input fields in JSP,0,0,0,0
125601935,4,39121431,61109aea-e219-4b58-960a-aa0760756252,2016-08-24T11:00:43.180,157882,,Fix terminology fail.,,How to add custom attributes to Struts tags,0,1,1,0
125602032,4,39121431,0a71429a-52fd-47a7-94e7-20d9f8f9916a,2016-08-24T11:02:12.987,4095376,,edited title,,How to add custom attributes to input fields in JSP,0,0,1,0
125603011,4,39121431,71ad8e06-816a-497d-92f7-6a8e93a54355,2016-08-24T11:12:59.640,4095376,,edited title,,How to add attributes to input fields in JSP,0,1,0,0
31092337,1,13113391,33a13f6c-f6fe-4f68-b302-2779b4719b54,2012-10-28T21:54:17.947,1250000,,,,Displaying available donar who gave blood before 90 days,0,0,0,0
31092439,4,13113391,1252ce5c-d0bf-400c-a057-dfd9c122c8bf,2012-10-28T21:57:30.320,790387,,deleted 80 characters in body; edited title,,Displaying all records before 90 days,0,1,0,0
168822770,1,49250037,2a0cb23f-9f27-4358-94f8-97a67562dae4,2018-03-13T06:59:44.343,9313010,,,,How to prevent data from being lost when page refreshed,0,0,0,0
168825919,4,49250037,b421d5b3-5651-4387-96db-b42bdb28fba2,2018-03-13T07:50:39.460,8655629,,formatted and corrected,,How to prevent data from being lost when page refreshed?,0,0,0,1
181776464,1,52333531,77734a25-2c62-4587-98f6-42a77716912c,2018-09-14T13:58:13.200,10162313,,,,How to extract element by line starting with a specific character - DataFrame Python,0,0,0,0
181779074,4,52333531,4c1a14c1-c3a2-4e4c-8f35-996867ba9c0f,2018-09-14T14:36:19.927,6109920,,Edited the body and the title to correctly describe what the user wants to ask,,Extract element by line starting with a specific character::Python,0,0,1,1
181779077,4,52333531,f4ae3587-cc8f-41f2-a703-85778b53e154,2018-09-14T14:36:19.927,1286528,,Edited the body and the title to correctly describe what the user wants to ask,,Extract element by line starting with a specific character,0,0,1,0
110381202,1,35282198,ee71821b-6efc-4730-9491-b0e1b1c67b7e,2016-02-09T01:00:07.090,974936,,,,Rust: Read memory value at address,0,0,0,0
110381841,4,35282198,a494c47a-a512-4aaa-bdfe-6e5d627ce629,2016-02-09T01:19:50.050,155423,,http://meta.stackexchange.com/q/19190/281829; better title from body,,How would you go about creating a pointer to a specific memory address in Rust?,1,1,1,1
112872140,1,35913184,976774ff-d2b2-40be-a1db-2501d5df850c,2016-03-10T10:00:23.887,4334538,,,,Print with rotation in Adove Livecycle CS4,0,0,0,0
113583638,4,35913184,e9a14459-afe7-4486-94ad-4b851333af7a,2016-03-18T19:37:50.200,4059086,,Spelling fixes and changed reference to CS4 (which is incorrect) to ES4.,,Print with rotation in Adobe LiveCycle ES4,0,0,1,0
66162248,1,23928094,21fc78ba-da39-46ec-ba9a-4183a4a80e6b,2014-05-29T07:30:44.540,2106393,,,,how to display content of other table in index,0,0,0,0
66162718,4,23928094,9c58d9a8-9bba-4eaa-be7f-a8cd719c5204,2014-05-29T07:38:10.793,1892267,,corrected title improved formatting,,displaying content of other table in index,0,0,0,1
127400826,1,39569018,2ad675e7-bc5d-4997-a023-8a05b18dd915,2016-09-19T08:51:30.503,1970448,,,,XML Deserialization of Lists/Dictionaries,0,0,0,0
127401932,4,39569018,2e39e11b-6b8c-46e6-9700-ffc69b8d5b92,2016-09-19T09:07:03.927,1970448,,"I have removed mention of dictionaries in my question title. I think this is the reason why my question got flagged as duplicate. I found a way to workaround the dictionary, but I wanted to know why my list was not being deserialized.",,XML Deserialization of Lists,0,1,0,0
73406523,1,25817846,9e90ddb3-56ac-444b-b71f-cd56ae3e5127,2014-09-12T22:36:33.950,3916118,,,,Batch challenge - new line on many files in many folders - aka noob seeking assistance,0,0,0,0
73426068,4,25817846,14272a19-aea0-4114-828f-f0fe73819aa4,2014-09-13T08:05:32.237,2299431,,Clarified the question title,,How do I add a new line to many files in many folders?,1,0,0,1
63667618,1,23283316,e01220c1-6921-4621-a9a5-ace9863a5fbc,2014-04-25T02:46:18.603,3271911,,,,Display only specific slides on page load,0,0,0,0
63691183,4,23283316,dedf7060-46c9-4134-b521-7a2c6e05bb7a,2014-04-25T09:41:48.833,3271911,,edited title,,How to Display only specific slides on page load,0,0,0,1
11527368,1,5387793,d3b69be9-51d5-47ea-92f9-9eac24d45b51,2011-03-22T06:57:21.733,592704,,,,"Help to set ""Publisher"" for JApplet",0,0,0,0
39878539,4,5387793,1e9844cd-f561-43df-9d49-b88810e49613,2013-04-29T16:02:10.197,573032,,added 10 characters in body; edited tags; edited title,,"How to set ""Publisher"" for JApplet",0,0,0,1
39883971,4,5387793,267c10b9-4aba-42a7-9814-cc10438b23ad,2013-04-29T17:56:01.527,592704,,deleted 4 characters in body; edited title,,"to set ""Publisher"" for JApplet",0,0,0,1
99680697,1,32586920,9506f993-b659-43e1-ad75-9a47a426c384,2015-09-15T13:06:40.593,2166801,,,,VB.Net AccessKeyPressed Event to modify button behavior,0,0,0,0
99709281,4,32586920,85fabb43-7c5f-4658-ad5c-912a96591abc,2015-09-15T19:42:33.480,2166801,,Added C# example,,.Net AccessKeyPressed Event to modify button behavior,0,0,1,0
8350788,1,3974661,13d98222-0de0-445c-b810-488d3cba87a1,2010-10-20T03:59:01.560,481232,,,,How do I insert a CURRENT_TIMESTAMP into a PostGreSQL configured Drupal instalation,0,0,0,0
138751372,4,3974661,f69de1dd-69a2-44fe-8878-55bb1d5f8ae4,2017-02-19T10:47:40.393,1033581,,spelling in title,,How do I insert a CURRENT_TIMESTAMP into a PostGreSQL configured Drupal installation,0,0,1,0
185337818,4,3974661,ca1db5c4-47b1-4b86-b9b3-9a6ade516e93,2018-11-07T12:04:32.303,330315,,edited title,,How do I insert a CURRENT_TIMESTAMP into a PostgreSQL configured Drupal installation,0,0,1,0
178736822,1,51601234,57475aa2-6698-4dc8-81ca-562258f298cd,2018-07-30T19:45:02.180,2494983,,,,Add Timestamp to Powershell Start-Transcript of Postgres PSQL,0,0,0,0
178742012,4,51601234,480ce58b-eb96-4a7e-bdc3-a455048cd5dd,2018-07-30T21:29:48.670,2494983,,"Corrected spelling, changed to a better title, minor changes in the text.",,Adding Timestamp to Postgres PSQL execution output via Powershell Start-Transcript,1,0,1,0
26071710,1,11233357,295e2923-10d8-478b-9d5e-956f7f2bd9e7,2012-06-27T19:10:09.830,1486629,,,,noob Q - how to get this audio delay to work?,0,0,0,0
26072038,4,11233357,3e70a724-cbf3-44ee-b750-1036f115c07c,2012-06-27T19:19:39.380,809387,,added 23 characters in body; edited title,,How to get this audio delay to work?,0,0,0,1
33708968,1,14057226,c18c8526-bca9-4739-8fe8-92738ed50617,2012-12-27T15:40:41.240,1072088,,,,How to use JNA to call String returning Delphi function from Java,0,0,0,0
41601961,4,14057226,5b79d9f6-f32c-4fed-884a-e94bc28a81e1,2013-06-03T17:02:19.890,832174,,Clarify OP question,,How to use JNA to call a Delphi function returning a string from Java,0,1,1,0
77429040,4,14057226,a817b07c-8ec5-422a-a30a-e5bbc9506e17,2014-11-11T14:20:46.423,505088,,edited title,,How can I call a Delphi function that returns a string using JNA?,0,0,1,1
152817890,1,45407549,c63fd001-8e11-48f7-bc42-41495bd2ce12,2017-07-31T04:40:19.370,8368566,,,,Have to Convert the code from native Androi to Xamarin Android,0,0,0,0
152818974,4,45407549,d7123071-e490-4db6-b234-385984de05d5,2017-07-31T05:06:44.190,4826457,,edited title,,Have to Convert the code from native Android to Xamarin Android,0,0,1,0
60562097,1,22451096,80d05008-b5dd-4cab-bf4c-65fc1c568999,2014-03-17T09:49:36.147,2716065,,,,Longest common subsequence variant,0,0,0,0
60564304,4,22451096,57a62617-f5fb-4c0e-b3ec-0da37a296e83,2014-03-17T10:18:10.360,2716065,,edited title,,Longest common subsequence with fixed length substrings,0,0,1,0
19833597,1,8791557,1bc546e7-49cd-48fd-b519-80f4cbb69e15,2012-01-09T16:18:57.350,166251,,,,Efficiently deleting item from withing 'foreach',0,0,0,0
19833681,4,8791557,e13d647a-6151-47df-81ab-a671f21cf8e7,2012-01-09T16:21:11.777,98607,,Misspelling in title,,Efficiently deleting item from within 'foreach',0,0,1,0
127116260,1,39501426,8d879696-4c03-4dc1-a52d-7e8ffe61c1bc,2016-09-15T00:12:03.400,873784,,,,Gmaps4rails - how to set set map language,0,0,0,0
127123009,4,39501426,b6dc67e5-ce37-47b2-a018-ece89e960900,2016-09-15T04:28:34.327,873784,,edited title,,Gmaps4rails - how to set map language,0,0,0,1
3117338,1,1567564,49b02970-ab91-4c99-bb30-5b9e50829b74,2009-10-14T16:46:49.503,22470,,,,How to declare a string in Objective-c?,0,0,0,0
24911686,4,1567564,2a27b7a4-b57f-4a12-aca4-330d10493e53,2012-05-28T16:36:02.440,22470,,edited title,,How to declare a string in Objective-C?,0,0,1,0
1221383,1,701704,9a377399-dd97-4911-8852-f3a1ca6714b7,2009-03-31T15:54:25.287,84952,,,,How do you convert HTML entities to Unicode and vice versa in Python?,0,0,0,0
29405563,4,701704,5528754b-e86d-4845-aed7-85d8c8efb08d,2012-09-19T14:23:57.287,707111,,Added a better possible duplicate.,,Convert HTML entities to Unicode and vice versa,0,0,1,1
156423063,1,46282635,226a39fc-5b5d-4438-b59f-9926708e3396,2017-09-18T15:06:51.083,8627450,,,,How can i launch the gimp command line from a python script?,0,0,0,0
156425873,4,46282635,6ff9e196-48a1-4557-b68f-45df7942ca1b,2017-09-18T15:44:00.617,933464,,"punctuation, removed filler words",,How can i launch the GIMP command line from a Python script?,0,1,1,0
131046789,1,40477886,c7f9d4e9-39ec-48a8-9ae7-effce283ef9f,2016-11-08T02:14:30.797,7043830,,,,How do i update a table column in postgre sql?,0,0,0,0
131057650,4,40477886,bd6658af-870c-4d7c-95f7-b661cce16de9,2016-11-08T06:51:17.847,330315,,It's Postgres not Postgre,,How do i update a table column in Postgres?,0,0,1,0
35860380,1,14835233,edd910ae-bf44-4454-9869-a425b9d1d18c,2013-02-12T14:50:04.683,287436,,,,d3.js - circle packing with nested g nodes,0,0,0,0
55446615,4,14835233,dd6bf5dd-e6b2-4ec0-844c-920b65a06c51,2014-01-12T00:57:31.947,3052751,,"tag, title",,d3.js - circle pack layout with nested g nodes,0,1,0,0
62109555,1,22866710,02f92ac0-7c6f-4b10-80e3-56b4527c2447,2014-04-04T15:18:09.217,2475612,,,,bind ctrl-j to enter in sublime text 2,0,0,0,0
156307108,4,22866710,7f9b5cfe-7f58-4072-9ad1-be1be9ebe5c7,2017-09-16T13:16:51.600,4528159,,kbd formattation,,Bind Ctrl+J to enter in sublime text 2,1,1,0,0
136820697,1,41852754,781e8c9f-c54e-4859-a04d-ba582da172a5,2017-01-25T13:23:18.237,5848938,,,,read csv file without saving it Java,0,0,0,0
136836333,4,41852754,27788dd9-7852-4aec-b82d-d0818df21e6c,2017-01-25T16:28:24.017,1588361,,"fixed grammar, improved formatting",,Create CSV file without saving it into file system,1,1,1,0
133300070,1,41016418,856f43cb-8c3d-414d-8a4b-dc034d23ecd2,2016-12-07T11:34:36.507,2052295,,,,Is there a way to have modified files within VSCode to be highlighted within the explorer?,0,0,0,0
133301022,4,41016418,9e34b53b-2459-4b9a-915b-3fcfc55e89ab,2016-12-07T11:44:01.887,2052295,,added 27 characters in body,,Is there a way to have modified files (in relation to git) within VSCode to be highlighted within the explorer?,0,0,1,0
11943650,1,5564496,2ce66545-7e87-46ad-aa8f-c0cf71a5f8c1,2011-04-06T09:54:38.963,574419,,,,jQueryMobile block UI when pageLoading,0,0,0,0
11963822,4,5564496,0e7690b0-8dc0-4f6a-851d-783adcd15646,2011-04-06T21:35:21.513,574419,,edited title,,jQueryMobile pageLoading,1,1,0,0
12007534,4,5564496,3b853076-0f7c-4fc1-9055-cf717ce2e046,2011-04-08T08:29:58.760,574419,,edited title,,How to block UI using pageLoading in jQueryMobile,0,0,1,1
75508508,1,26364011,264a08a9-b81f-40c4-920b-05196baf3c7d,2014-10-14T14:58:40.167,2302881,,,,C# output buffering,0,0,0,0
75508859,4,26364011,51c3f474-1555-40f9-889b-6e1e2418c7ce,2014-10-14T15:02:58.720,645511,,"improved title, added tags",,Output buffering in ASP.NET MVC,0,0,1,0
125792206,1,39170203,9f987f83-3a1d-4932-9e55-42424cea9c20,2016-08-26T15:52:30.263,6762165,,,,In Swift 2 how do i generate the sprite randomly on x coordinate,0,0,0,0
125794522,4,39170203,ff37cd2d-1676-472e-a2f8-268494874be6,2016-08-26T16:28:58.253,2227743,,"grammar, tags",,How do I generate the sprite randomly on x coordinate,0,0,1,0
36028558,1,14897158,38d9b3c3-bc4e-4cb9-b7fd-d4e0b98654f6,2013-02-15T14:45:44.143,2075896,,,,How to restore data from xml into windows form,0,0,0,0
36028795,4,14897158,216f1375-60c8-4386-9211-6635310be78e,2013-02-15T14:50:24.637,732792,,Added line breaks to the code to make it more readable. Improved article and removed unnecessary ending.,,How to restore data from XML into Windows Forms?,0,0,1,0
89941046,1,30105515,0cc7de6d-9692-43b6-9b5c-65e44519c1ce,2015-05-07T15:28:24.867,4590613,,,,how to filter repeated rows based on date in Mysql?,0,0,0,0
89947341,4,30105515,fdc8a300-2496-4d12-8883-f587a64d5387,2015-05-07T16:45:54.540,3131147,,"Claned up format, title.",,Filter repeated values by lowest date,0,1,1,1
32593227,1,13659545,82be5e25-420a-41d7-9c91-bd64ce4dfdea,2012-12-01T12:40:43.507,1037526,,,,Dropdown menu with overflow inside overflow hidden parent,0,0,0,0
32593740,4,13659545,e7104a02-68f9-4eb4-9cd1-6c1d7a09df3f,2012-12-01T13:02:28.327,1037526,,added 177 characters in body,,Dropdown menu with overflow inside overflow hidden grandparent,0,0,1,0
26285307,1,11314220,c618f354-a9b8-4fd8-96f3-021972e07d76,2012-07-03T15:27:21.883,735204,,,,Parse a JSON-like string with double quotes in Python,0,0,0,0
26285717,4,11314220,38b66b88-7700-46bf-aa87-c284080ffe82,2012-07-03T15:34:56.263,735204,,Refine what question is being asked,,Stop HtmlXPathSelector from decoding escaped quotations,1,1,1,0
26286631,4,11314220,34965928-8288-4b1e-9f7f-b63b81250f90,2012-07-03T15:56:53.180,735204,,edited title,,Use HtmlXPathSelector to return string containing HTML entities,1,0,1,0
133980483,1,41179176,a7b5f09a-b493-4b29-8c80-76aa48e35214,2016-12-16T07:19:14.327,7305536,,,,how to show count the text in textarea when we drap and drop mouse right click copy paste,0,0,0,0
133980804,4,41179176,2429805e-02ef-462e-94b0-ad129d81318e,2016-12-16T07:25:38.327,6919477,,Gramer mistake,,how to show count the text in textarea when we drag and drop mouse and right click copy paste,0,0,1,0
36005497,1,14888733,f832a60a-bad6-44ea-b31f-583eda9f5435,2013-02-15T05:23:15.037,1983017,,,,php - pass valiable from one function to another,0,0,0,0
36005567,4,14888733,99ce97f8-c335-4abd-b07d-1501a3641231,2013-02-15T05:26:40.490,1338292,,edited title,,php - pass variable from one function to another,0,1,0,0
167309143,4,14888733,e034b892-85af-4b74-af0d-5c03ff9ac26e,2018-02-20T17:08:07.340,2263631,,edited title,,How to pass a PHP variable from one function to another?,0,1,1,1
14352226,1,6579539,35418e6c-fc29-4041-8e85-0e80b608ef00,2011-07-05T08:00:42.823,762322,,,,How to unblock InputStream.read()?,0,0,0,0
14364721,4,6579539,40bb55d6-7162-4ba5-967f-2cba7b23c8d4,2011-07-05T14:56:08.263,762322,,added 231 characters in body; edited title,,How to unblock InputStream.read() on Android?,0,0,1,0
130921784,1,40446770,7905c8ad-913d-44d7-8048-dfac48bf1ac6,2016-11-06T06:48:53.590,7061729,,,,Harmonic series in ruby,0,0,0,0
131057066,4,40446770,58b07c70-e5b3-476a-860f-8f6b347c8d43,2016-11-08T06:40:17.983,7061729,,deleted 912 characters in body; edited tags; edited title,,Harmonic series,0,0,1,0
16846860,1,7610058,5f97b487-e5a8-4736-aa73-49f6c3c627ce,2011-09-30T12:03:02.883,165107,,,,How to get Request Time?,0,0,0,0
16846929,4,7610058,85b29e3e-40f7-4cdb-9fc6-b7025cd954e1,2011-09-30T12:06:04.320,,user195488,deleted 170 characters in body; edited title,,REQUEST_TIME in C#,1,1,1,1
56672384,1,21406126,87bcc882-4168-4b8b-839a-c06e412b3818,2014-01-28T12:55:32.000,1780739,,,,Overload =operator in csharp or alternative ways to trigger a event after and before assignment?,0,0,0,0
56672490,4,21406126,8fb46282-76e4-4592-8312-350dd71f16b4,2014-01-28T12:57:12.580,76337,,edited title,,Overload =operator in C# or alternative ways to trigger a event after and before assignment?,0,0,1,0
114358572,1,36284172,6d39224d-b118-41d0-b699-b2316288f726,2016-03-29T12:22:54.193,,user2413453,,,Ionic Progressbar styling IOS,0,0,0,0
114434876,4,36284172,eb0d9f53-301c-4a7d-b45a-c16498701c7d,2016-03-30T08:50:03.153,5257398,,Change title into a question,,How can I change the styling of a progress bar on iOS using Ionic?,1,1,1,1
37060607,1,15269439,663e2794-97fa-4742-a8e4-121d5dc58efd,2013-03-07T11:02:05.873,776145,,,,ASP>NET Load Balcer IP Detect,0,0,0,0
37109483,4,15269439,56403eb1-8b40-41e0-86b2-070c3d031892,2013-03-08T05:18:49.570,243694,,edited title,,ASP>NET Load Balancer IP Detect,0,1,1,0
37109804,4,15269439,14ebf472-70fe-4c4c-9ab7-52684ca052b8,2013-03-08T05:30:11.707,76337,,edited title,,ASP.NET Load Balancer IP Detect,0,0,1,0
48140228,1,19045240,3decba1e-efa3-4861-9d15-0fd224d0995d,2013-09-27T07:35:46.857,365624,,,,MessageHader lost after 1 min?,0,0,0,0
112702948,1,35869812,c07feba1-76ca-4878-96c2-5a6ec8b8c69f,2016-03-08T14:19:32.157,6034714,,,,Trying to append to an empty list in Python 2.7,0,0,0,0
112704419,4,35869812,86ff5ed1-f8f7-4b24-8c02-a33e0c98cde7,2016-03-08T14:36:25.210,4205652,,"removed tag from title, moved text to be above post, and formatted error message ",,Trying to append to an empty list,0,0,1,0
128027363,1,39727006,70e38adb-cf52-4db6-95b4-9e3cbee80379,2016-09-27T14:12:44.860,6539889,,,,How to broadcast message with bukkit plugin?,0,0,0,0
128055031,4,39727006,20e875c1-3c17-40bd-9515-386e57159bd8,2016-09-27T20:49:23.037,5647260,,grammar; title,,How to broadcast message with Bukkit?,0,0,1,0
32146735,1,13497746,835b7bae-b6cf-4edb-b046-fac29cf010b3,2012-11-21T16:31:13.070,340947,,,,JS: Watching a variable in an anonymous function,0,0,0,0
32146952,4,13497746,cf8526b6-e1cc-417b-b55e-57ccad849bcd,2012-11-21T16:35:23.530,91403,,fixed title (no need for JS in the title as it is already tagged with JavaScript),,Watching a variable in an anonymous function,0,0,1,0
32146960,4,13497746,c40014c7-6f96-49d1-8cab-8c68802433f8,2012-11-21T16:36:33.573,396458,,edited title,,Watching a variable in an anonymous function in JavaScript,0,0,1,0
32147001,4,13497746,60057804-6745-4599-958d-fbd2af2a2988,2012-11-21T16:36:16.600,340947,,added 80 characters in body; edited title,,Watching a variable in an anonymous function in JavaScript,0,0,0,1
47306377,1,18809871,30fa731c-bd4e-4559-84b6-dc4b7571fdaa,2013-09-15T07:11:51.813,2270247,,,,"check if object name equals ""textbox"" + numberarray.Any()?",0,0,0,0
47306769,4,18809871,3046979c-efac-4113-ac69-ed8deaba8321,2013-09-15T07:29:54.220,2270247,,edited title,,"check if object name equals ""textbox"" + numberarray.Any()? [Solved]",0,0,0,1
47359824,4,18809871,924b912d-80e6-4fb9-bae6-07b310d2c4d6,2013-09-16T09:35:49.127,661933,,added 8 characters in body; edited title,,"Check if object name equals ""textbox"" + numberarray.Any()?",1,0,0,1
47459387,4,18809871,7be45282-70c3-4a44-b1c3-4dc3e3cf754c,2013-09-17T14:46:35.260,2270247,,edited title,,"Check if object name equals ""textbox"" + numberarray.Any()? [Solved]",0,0,0,1
47459674,4,18809871,2bc56069-1e47-4487-9490-c67335befe1a,2013-09-17T14:50:41.997,2642204,,"putting ""solved"" information in the title is redundant",,"Check if object name equals ""textbox"" + numberarray.Any()?",0,0,0,1
47460415,4,18809871,549578b9-169b-4aa5-b982-3631fe6100ee,2013-09-17T15:00:24.913,2270247,,edited title,,"Check if object name equals ""textbox"" + numberarray.Any()? [Solved]",0,0,0,1
18938036,1,8444337,16ce001e-3582-4a96-9257-9073c9e74ac7,2011-12-09T10:44:41.650,863755,,,,How do you extend an entity in Symfony2 like you used to be able to in Symfony?,0,0,0,0
